index,lat,lon,x,y,prob,prediction,shape
176,23.5657434672,88.7959916238,68,142,0.376954197884,fck,fck
177,24.5217342514,88.8764272399,36,206,0.535643219948,zigzag,fck
178,24.568833888,89.8797879895,69,52,0.000410767475842,fck,fck
179,22.8488069865,90.8878571641,71,58,0.686964869499,zigzag,zigzag
180,24.5523679952,88.223084041,201,10,0.362588942051,fck,fck
181,24.8145714692,89.3592861706,186,162,0.166505470872,fck,fck
182,25.7994098393,88.9623192375,43,43,0.587810873985,zigzag,zigzag
183,23.963466919,89.2554187756,242,203,0.0030923676677,fck,fck
184,24.5751631792,89.0372126433,173,103,0.542636275291,zigzag,fck
185,25.1228403754,90.6839111873,228,1,0.00304747698829,fck,fck
186,24.1021686416,90.3387859842,848,526,0.609745085239,zigzag,zigzag
187,24.7945926795,88.2632037558,189,146,0.729727327824,zigzag,zigzag
188,24.268751159,89.033203125,67,0,0.653891682625,zigzag,zigzag
189,24.1804371357,91.1792646128,125,80,0.999094367027,zigzag,zigzag
190,23.2259120038,90.7321480331,26,127,0.00537000317127,fck,fck
191,24.1478269938,90.5816132666,128,170,0.48433059454,fck,fck
192,24.4125365974,90.7078947324,188,165,0.569450318813,zigzag,fck
193,23.0036936374,91.3560390458,245,161,0.99996972084,zigzag,zigzag
194,22.9598029134,91.4477797894,100,251,0.979932010174,zigzag,zigzag
195,22.7135765884,90.5969769607,162,79,0.987521469593,zigzag,zigzag
196,23.9875082409,91.1166940405,112,129,0.503144204617,zigzag,zigzag
197,23.7389110585,90.8858094887,106,115,0.994478106499,zigzag,zigzag
198,23.5046153639,89.4887678947,130,194,0.620036959648,zigzag,None
199,24.0780929478,90.1213032815,311,485,0.994007587433,zigzag,zigzag
200,26.0957399822,88.2843426289,46,78,0.0106603130698,fck,fck
201,24.0212450147,88.8821411133,12,0,0.466042309999,fck,None
202,24.4925872564,91.728838511,184,101,0.998049139977,zigzag,zigzag
203,22.8134366677,89.5960194624,291,1101,0.921273589134,zigzag,zigzag
204,23.611520936,88.7642220087,26,15,0.549863815308,zigzag,fck
205,23.0442071416,89.2500359652,13,212,0.505351543427,zigzag,None
206,23.5719959522,88.9610930816,409,391,0.876865565777,zigzag,zigzag
207,24.0406526848,90.6185940329,71,50,0.585805237293,zigzag,zigzag
208,24.3555831076,89.547954286,136,93,0.999943733215,zigzag,zigzag
209,22.977773225,89.4657162228,76,330,0.59968650341,zigzag,zigzag
210,22.8382010653,90.8525930124,114,94,0.783789455891,zigzag,fck
211,23.6108878075,90.4639271288,757,428,0.279747992754,fck,fck
212,24.3315333532,90.6173065715,49,169,0.989341080189,zigzag,zigzag
213,23.9955112089,90.3431020405,742,654,0.477562457323,fck,zigzag
214,23.9302504901,90.6063325049,70,170,0.898258030415,zigzag,zigzag
215,24.4499673227,90.5108765153,195,449,8.11933277873e-05,fck,fck
216,23.9162518494,90.1651505038,872,253,0.933047890663,zigzag,zigzag
217,22.8339556568,91.5565763186,41,164,0.997726976871,zigzag,zigzag
218,23.8800207804,90.3474180928,1417,1230,0.519611239433,zigzag,fck
219,23.6465028716,90.4032938804,48,187,0.486300975084,fck,zigzag
220,22.9732419647,90.2911622183,29,2,0.777085900307,zigzag,zigzag
221,26.0475781637,88.6604404423,161,287,0.626066505909,zigzag,zigzag
222,23.1658663834,89.0414551306,203,225,0.450842887163,fck,zigzag
223,24.7248823353,90.3853062215,178,64,0.0165915600955,fck,fck
224,24.4350993563,88.3744280676,183,33,0.540023088455,zigzag,zigzag
225,23.9989589664,90.3423908724,434,596,0.533711016178,zigzag,zigzag
226,23.5492718818,90.0095517285,190,107,0.789415061474,zigzag,zigzag
227,22.7220837181,91.7916788367,81,74,0.442098855972,fck,fck
228,23.0429534116,91.2343188686,125,90,1.0,zigzag,zigzag
229,23.8785392003,90.1592281826,652,666,0.601751565933,zigzag,zigzag
230,25.9223324189,88.2712718407,322,132,0.549061596394,zigzag,fck
231,23.5189988737,89.8680537068,195,215,0.846709787846,zigzag,zigzag
232,24.3615387324,89.2437458025,51,147,0.761974751949,zigzag,zigzag
233,24.9205072168,89.7563879824,72,68,0.996357738972,zigzag,zigzag
234,23.9553975288,91.0700389306,66,132,0.998542666435,zigzag,zigzag
235,25.4727534109,89.156836101,25,3,0.81627702713,zigzag,fck
236,24.0297906607,90.3413118569,145,732,0.236371532083,fck,fck
237,23.2483285801,90.3446347343,278,331,0.63392996788,zigzag,zigzag
238,22.9711239784,89.4659737147,670,351,0.594251453876,zigzag,zigzag
239,23.303755838,90.3006158547,285,101,0.864869475365,zigzag,zigzag
240,23.4764929613,89.5633057185,167,1,0.549618124962,zigzag,fck
241,22.884774386,89.8693166452,23,94,0.458579778671,fck,None
242,23.1848057137,90.7098443159,90,100,0.0570582859218,fck,fck
243,24.0984541858,91.2009920388,60,60,6.72661641943e-08,fck,fck
244,22.9679157398,89.2399324684,53,60,0.000297880353173,fck,fck
245,23.8743590818,89.0021569374,128,156,0.138279289007,fck,fck
246,22.104868204,91.966969626,101,34,0.00258915754966,fck,fck
247,22.7959243961,89.1739899766,46,58,0.909593939781,zigzag,zigzag
248,23.6831174523,89.1790417261,148,22,0.154706940055,fck,fck
249,23.4320911679,91.2141241345,82,11,0.995895981789,zigzag,zigzag
250,23.9221063208,90.1628943845,349,69,0.997860491276,zigzag,zigzag
251,24.6330347781,88.7108107963,134,139,2.89689751298e-06,fck,fck
252,24.0838243349,90.1985386433,23,64,0.968226969242,zigzag,zigzag
253,22.1227581879,92.0705917865,94,421,1.0,zigzag,zigzag
254,23.490644299,89.3679550698,28,197,0.617974281311,zigzag,fck
255,23.8997743172,89.2099407734,101,78,0.117797262967,fck,zigzag
256,22.9056094236,88.9393901808,196,189,0.521419227123,zigzag,zigzag
257,24.4350252386,88.5089860621,413,255,0.457356601954,fck,zigzag
258,25.181543522,89.3822887964,92,22,0.541502296925,zigzag,fck
259,24.0662601807,90.9572574039,472,342,0.999999046326,zigzag,zigzag
260,23.7956606769,90.1239149909,201,26,0.497912466526,fck,zigzag
261,23.0436586347,90.2416992188,62,0,0.487210839987,fck,fck
262,23.8770497051,90.5618109011,112,123,0.544616580009,zigzag,zigzag
263,25.5426807889,89.2741543891,200,163,0.502126097679,zigzag,zigzag
264,25.4541525572,89.3178912558,136,146,0.513512253761,zigzag,zigzag
265,23.6483471682,90.4386315992,108,381,0.249512970448,fck,fck
266,25.2639975804,89.3524197165,51,50,0.506932973862,zigzag,zigzag
267,25.0512980205,90.3087820317,175,95,0.99076461792,zigzag,zigzag
268,24.2535895285,89.3416418342,303,67,0.723686516285,zigzag,zigzag
269,23.690416673,88.6453097192,170,173,0.544605791569,zigzag,fck
270,22.5286363951,91.9606671936,830,864,0.475084334612,fck,fck
271,24.0176899274,90.3366770031,1226,354,0.671877324581,zigzag,fck
272,24.462792497,89.9853229509,166,147,0.782438218594,zigzag,zigzag
273,24.6603376645,88.2632405404,148,149,0.998109698296,zigzag,zigzag
274,24.5650486533,89.5447295048,184,54,0.984691798687,zigzag,zigzag
275,23.7732427312,90.2092306951,183,40,0.539824783802,zigzag,zigzag
276,23.6292481628,90.4202393123,16,1,0.508624792099,zigzag,None
277,23.6632117386,90.3835650819,578,370,0.951524138451,zigzag,zigzag
278,23.6325095373,90.4335675822,399,1088,0.631881594658,zigzag,fck
279,24.8824561168,91.720292227,133,76,0.775971651077,zigzag,zigzag
280,21.4362972411,92.0387731274,128,66,0.950975179672,zigzag,zigzag
281,23.9783456544,90.2057116354,258,201,0.467956155539,fck,fck
282,24.2121994113,91.0512420094,197,167,0.709964215755,zigzag,zigzag
283,23.9130789863,90.6542628147,34,47,0.977687180042,zigzag,zigzag
284,24.834759735,88.2163647231,164,134,0.941251993179,zigzag,zigzag
285,25.8065593556,89.5386845725,67,9,0.460564374924,fck,fck
286,25.3613748127,89.4876888811,224,106,0.997318565845,zigzag,zigzag
287,23.1951233154,90.211523601,747,3,0.0997098982334,fck,fck
288,23.8891028385,90.6435339785,157,68,0.968706727028,zigzag,zigzag
289,21.4326324502,92.0905045078,227,253,0.972695767879,zigzag,zigzag
290,23.9605181413,90.1956204001,57,50,0.546266794205,zigzag,fck
291,24.0022086007,90.3365666495,2609,345,0.530420303345,zigzag,fck
292,24.3582531092,89.2453030173,121,50,0.997625172138,zigzag,zigzag
293,22.8237851719,90.1602704177,45,79,0.633434295654,zigzag,None
294,23.3719317335,91.0871314966,52,406,0.999999165535,zigzag,zigzag
295,23.2247643277,90.8560262374,354,374,0.999999642372,zigzag,zigzag
296,21.7975339909,92.1161556235,20,105,0.664288043976,zigzag,fck
297,25.0503657951,90.0138677848,36,235,0.977851569653,zigzag,zigzag
298,23.9046800965,90.9800515819,560,409,0.708273947239,zigzag,zigzag
299,22.9664605174,91.4321095595,183,93,0.680126905441,zigzag,zigzag
300,24.2939214714,90.6899561196,55,46,0.960568368435,zigzag,zigzag
301,23.2240426029,90.9124783103,193,50,0.997689008713,zigzag,zigzag
302,23.904460511,89.0401676712,131,120,0.0486008934677,fck,fck
303,24.17315528,90.7042285366,104,90,0.515180170536,zigzag,fck
304,24.6840314608,90.3031049448,38,80,0.163922071457,fck,fck
305,24.6376360916,92.145497458,169,34,0.134083122015,fck,zigzag
306,23.9190440403,90.1031562167,174,1021,0.966474950314,zigzag,zigzag
307,23.8568554423,89.1932650969,121,62,0.000419106771005,fck,fck
308,24.377663582,90.4245431071,175,128,4.28890587045e-07,fck,fck
309,25.0562182867,88.7584958737,180,220,0.575693845749,zigzag,fck
310,25.5436098924,89.8164326801,117,37,0.525900602341,zigzag,zigzag
311,23.6698914153,88.6771529054,206,82,0.548805177212,zigzag,fck
312,24.1056285236,89.8863479057,91,139,0.973760962486,zigzag,zigzag
313,25.5758879842,88.7019702358,111,90,0.995961010456,zigzag,zigzag
314,23.7032713697,89.2405332827,145,109,0.33387580514,fck,fck
315,24.7570188596,88.1611020194,204,331,0.999983072281,zigzag,zigzag
316,24.0047702303,89.011684145,139,37,0.281087368727,fck,fck
317,25.7938596559,88.9345591386,97,243,0.75756841898,zigzag,zigzag
318,22.9178892593,90.5497455593,229,35,0.0089348172769,fck,fck
319,23.880423765,90.3440952214,1381,959,0.470340371132,fck,fck
320,22.2498066049,92.1441977351,104,152,0.152145594358,fck,fck
321,22.8534009663,89.566346577,565,25,0.740744650364,zigzag,zigzag
322,24.4880361384,88.3098588659,144,143,0.0132877901196,fck,fck
323,24.3874347946,89.5346260059,196,126,0.000142616147059,fck,fck
324,24.0986892602,90.8366652885,39,139,0.00202966923825,fck,fck
325,24.8493559167,90.9736755906,196,113,0.975847065449,zigzag,zigzag
326,23.9228531876,90.179239,58,58,0.930937707424,zigzag,zigzag
327,23.9900399511,89.2620767859,110,74,0.379358202219,fck,zigzag
328,22.0268118735,92.136975697,25,11,0.882091701031,zigzag,None
329,23.7631324144,90.1447473239,188,157,0.577090740204,zigzag,None
330,23.5318364182,89.6177346349,173,184,0.0220347810537,fck,fck
331,23.6528751675,90.4694325565,153,205,0.553624272346,zigzag,fck
332,22.9983366693,91.5160887562,46,222,0.794607758522,zigzag,zigzag
333,26.0734154735,88.4529999309,57,169,0.905916154385,zigzag,zigzag
334,23.6063084577,89.7374807077,42,94,0.949670135975,zigzag,zigzag
335,22.073287712,92.1415369836,194,159,0.989058315754,zigzag,None
336,22.6362903979,90.4450934273,48,12,0.563780844212,zigzag,None
337,22.3359075484,89.0593079148,131,113,0.999891638756,zigzag,zigzag
338,24.4103602219,88.6743572773,159,78,0.728697240353,zigzag,zigzag
339,22.7631718281,90.105596269,31,100,0.79323130846,zigzag,None
340,23.8954013609,90.1180417177,43,219,0.992781341076,zigzag,zigzag
341,24.7349505018,90.3952257935,170,425,0.470192432404,fck,fck
342,22.8199120417,89.6027633074,391,531,0.581901669502,zigzag,None
343,25.0530218992,90.0049781783,21,182,0.542425453663,zigzag,None
344,23.2223805328,89.1577557148,116,78,0.363536417484,fck,fck
345,22.435891482,89.0641880029,47,63,0.518604278564,zigzag,zigzag
346,25.1571109874,89.347600936,54,105,0.46628049016,fck,zigzag
347,25.8916151413,88.6459105336,197,222,0.506756126881,zigzag,zigzag
348,23.342549988,89.3341377792,199,127,0.452170789242,fck,zigzag
349,24.1018887911,90.3418636252,873,777,0.71638584137,zigzag,zigzag
350,23.1969363234,90.7753821775,134,69,1.0,zigzag,zigzag
351,23.9102435234,88.8130596689,63,190,0.555637359619,zigzag,fck
352,22.908967723,89.2280755705,122,213,0.61404389143,zigzag,zigzag
353,23.2472043003,89.0222781045,153,5,0.510652244091,zigzag,zigzag
354,23.2700039213,91.2763145978,145,155,1.0,zigzag,zigzag
355,24.4798658069,89.9487468168,204,76,0.770374298096,zigzag,fck
356,24.6510694703,88.2940169726,84,195,0.549851179123,zigzag,fck
357,23.5611986959,90.475195476,474,3,0.545736730099,zigzag,zigzag
358,23.486647711,90.9392697451,160,219,0.491178810596,fck,zigzag
359,23.9014786074,90.1283904469,846,167,0.813501536846,zigzag,zigzag
360,23.4672553513,89.0746103013,92,17,0.608858346939,zigzag,fck
361,23.1734252879,90.8556338688,430,342,0.565605401993,zigzag,zigzag
362,23.7840856928,90.0892761765,337,113,0.503402471542,zigzag,None
363,24.8561649367,91.9859995159,33,18,0.553386271,zigzag,zigzag
364,21.4253318349,92.0966475323,194,306,0.618325412273,zigzag,zigzag
365,23.5704761478,89.1397925769,95,181,0.0126399723813,fck,fck
366,23.799376984,90.3164454763,318,1168,0.480562120676,fck,fck
367,23.9203681156,90.3315516867,280,160,0.504882395267,zigzag,fck
368,24.0149513778,90.2144050576,126,238,0.905680954456,zigzag,zigzag
369,23.6324423732,90.4263087637,405,496,0.46811157465,fck,fck
370,23.921252443,90.0921821583,201,126,0.40304172039,fck,zigzag
371,24.8969682137,88.88878686,172,94,0.976675450802,zigzag,zigzag
372,22.178230387,92.020442144,138,139,0.999688386917,zigzag,zigzag
373,24.1008154875,90.1889869108,297,405,0.011288665235,fck,fck
374,23.1741354439,90.830240249,141,63,0.0183732323349,fck,fck
375,23.4595514529,89.1418279909,105,123,0.619585692883,zigzag,zigzag
376,22.3505563362,89.8832089551,184,107,0.999990344048,zigzag,zigzag
377,24.8220389005,89.1844735825,187,17,0.483175396919,fck,fck
378,23.8031772267,90.0787557861,203,151,0.442355364561,fck,zigzag
379,24.8992915715,89.7912107175,187,220,0.997797489166,zigzag,zigzag
380,22.6549233293,90.2085930941,195,212,0.680347323418,zigzag,zigzag
381,25.0510100474,89.3699291762,423,134,0.492505788803,fck,zigzag
382,24.4365433846,88.9561026418,54,208,0.000789693265688,fck,fck
383,25.5743172436,89.2457812165,30,89,0.00029323581839,fck,fck
384,24.1098477378,91.1196735913,162,148,0.981341481209,zigzag,zigzag
385,24.2763184426,90.6866822924,62,3,0.54813939333,zigzag,None
386,24.7463499556,90.5541719694,43,172,0.95399928093,zigzag,zigzag
387,24.9457265376,89.5066452019,44,84,0.421558082104,fck,fck
388,24.6588266601,88.9414746408,60,135,0.987253725529,zigzag,zigzag
389,24.8693930381,89.9645028794,187,17,0.94029301405,zigzag,zigzag
390,24.3111862604,88.8480663288,78,133,0.809655547142,zigzag,zigzag
391,23.446505437,89.1371563486,145,190,0.495776385069,fck,fck
