index,lat,lon,x,y,prob,prediction,shape
392,23.2128213312,90.9827123354,68,178,0.864353358746,zigzag,zigzag
393,23.1204631684,91.021667206,198,219,0.902820587158,zigzag,zigzag
394,24.4362677746,88.8524436946,302,42,0.924432992935,zigzag,zigzag
395,23.5816633487,89.7991684487,220,197,0.893013656139,zigzag,zigzag
396,24.664971462,88.1172793242,180,117,0.991633415222,zigzag,zigzag
397,25.6392092114,88.9993980939,207,155,0.598958790302,zigzag,None
398,22.6517681742,90.2913584026,24,18,0.586602091789,zigzag,fck
399,22.6134791045,90.6151853269,274,220,0.998996913433,zigzag,zigzag
400,25.3926306724,89.1045284252,92,217,1.0,zigzag,zigzag
401,22.6827789214,91.7596517257,197,374,0.566360414028,zigzag,fck
402,24.4025882616,89.9824660153,183,138,0.589267492294,zigzag,zigzag
403,22.7384171235,90.5021830951,206,188,0.554136395454,zigzag,zigzag
404,24.3451712627,89.5223154339,172,18,0.997528612614,zigzag,zigzag
405,22.9436879241,91.2828254699,184,14,0.999999761581,zigzag,zigzag
406,22.3952891155,91.7660890307,45,3,0.528868734837,zigzag,zigzag
407,23.6437182293,89.8105961915,72,233,0.631583333015,zigzag,zigzag
408,24.6724926787,90.5870696462,177,167,0.0582468509674,fck,fck
409,25.4417025462,89.0688596392,362,668,0.474809736013,fck,None
410,23.907235709,90.5874865378,556,201,0.986045897007,zigzag,zigzag
411,23.6035893078,90.4662322942,1409,616,0.55262285471,zigzag,fck
412,24.1111238558,90.1775714296,48,370,0.998629212379,zigzag,zigzag
413,23.3360256006,91.1029488688,106,128,1.0,zigzag,zigzag
414,22.4741902711,89.8454311901,27,162,0.975263595581,zigzag,zigzag
415,23.795705453,90.0910295756,197,32,0.53896522522,zigzag,zigzag
416,22.5233957615,90.1785891396,165,5,0.997986912727,zigzag,zigzag
417,24.394776113,88.9401013468,434,471,0.565267205238,zigzag,zigzag
418,24.5579799594,91.8836280261,146,181,0.579020321369,zigzag,zigzag
419,24.6353527233,88.1771278315,596,742,0.740896880627,zigzag,zigzag
420,24.3956666011,88.6648791159,131,201,0.760354816914,zigzag,zigzag
421,23.9266989517,88.9829676477,163,159,0.438557833433,fck,fck
422,22.1030958895,90.7202911372,32,56,0.549593269825,zigzag,fck
423,25.7483427486,89.0784113738,186,103,0.106053553522,fck,fck
424,26.0937659076,88.703846248,2,243,0.471165388823,fck,None
425,23.5349701998,89.2121478486,118,34,0.121615298092,fck,fck
426,23.918853742,90.6380898605,191,72,0.904137372971,zigzag,zigzag
427,23.5031265595,89.4864872523,263,8,0.594684183598,zigzag,zigzag
428,22.9911210681,89.2309692927,13,1,0.642870306969,zigzag,None
429,22.6304703179,90.3648049474,115,184,0.999709188938,zigzag,zigzag
430,23.9721826247,90.6213528765,136,51,0.993708610535,zigzag,zigzag
431,23.3717190471,91.0821655818,71,1,0.968128859997,zigzag,zigzag
432,24.5990065671,88.1976536326,51,176,0.999001324177,zigzag,zigzag
433,24.6855867418,88.6747005998,122,106,0.0104808099568,fck,fck
434,23.6659909586,90.2269118161,105,138,0.729752719402,zigzag,zigzag
435,22.5508303167,90.4625783639,207,94,0.579877376556,zigzag,fck
436,21.2141104045,92.1793883178,92,110,0.0115609718487,fck,fck
437,24.0974019482,90.6782095754,154,208,0.996832668781,zigzag,zigzag
438,22.8266189082,90.8894021154,18,184,0.758825182915,zigzag,zigzag
439,24.0777234462,90.6886931813,120,167,0.951795935631,zigzag,zigzag
440,24.8033374324,90.2652290878,76,127,0.998189985752,zigzag,zigzag
441,23.9715333716,90.0590760336,194,338,0.571508169174,zigzag,zigzag
442,24.5513921603,90.0852298715,65,231,0.998883903027,zigzag,zigzag
443,24.3487257896,90.6144128513,78,157,0.999830126762,zigzag,zigzag
444,25.8008527655,88.8770771003,135,259,0.999999761581,zigzag,zigzag
445,24.2904554096,91.5385518752,141,38,1.0,zigzag,zigzag
446,24.3832765825,88.6936814436,344,86,0.987954258919,zigzag,zigzag
447,24.0294884222,90.3435066686,172,911,0.43161123991,fck,zigzag
448,24.0419666556,90.3420352925,1298,119,9.29322050069e-05,fck,fck
449,22.6248851253,89.29005759,161,116,0.967330515385,zigzag,zigzag
450,23.7831507784,89.4524002063,196,140,0.0347739420831,fck,fck
451,25.1518141714,89.524755476,83,217,0.947249531746,zigzag,zigzag
452,24.8194677173,89.768735339,194,179,0.539547324181,zigzag,zigzag
453,24.0025522461,89.1861779335,113,156,0.0580057390034,fck,fck
454,25.2999177073,89.5138795014,170,226,0.91272944212,zigzag,zigzag
455,25.6311962046,88.8903808594,38,0,0.457782059908,fck,None
456,24.7783021691,88.8731534126,85,163,0.999749958515,zigzag,zigzag
457,22.5179073944,90.37237031,202,129,0.386963546276,fck,fck
458,23.8188582664,91.1840466089,149,22,0.997734189034,zigzag,zigzag
459,23.6522147204,90.5459077002,212,170,0.836146593094,zigzag,zigzag
460,24.8208075585,92.1479252405,297,8,0.000637110148091,fck,fck
461,23.489412957,90.6148420044,138,192,0.679089486599,zigzag,zigzag
462,24.1172445333,90.1771790528,397,1234,0.796173334122,zigzag,zigzag
463,25.4666917187,89.2643696918,345,37,6.56293414067e-05,fck,fck
464,23.6421792643,90.436449049,659,203,0.470538079739,fck,None
465,25.7606329102,89.3383434839,193,22,0.964471459389,zigzag,zigzag
466,25.0958417963,89.5188699433,196,185,0.629775822163,zigzag,None
467,22.167967084,90.2488476877,146,135,0.999945640564,zigzag,zigzag
468,23.6267334241,90.4419544604,915,1772,0.236950188875,fck,fck
469,23.9177199161,90.8002117675,68,302,0.549562811852,zigzag,fck
470,23.6155914312,90.3874397257,112,238,0.529226541519,zigzag,zigzag
471,23.5559864825,89.7848469857,40,149,0.628826677799,zigzag,zigzag
472,23.8494808324,91.1505358542,331,201,0.995207965374,zigzag,zigzag
473,22.3795368458,89.0868718273,91,121,0.984463095665,zigzag,zigzag
474,23.5628901147,91.0547365461,98,4,0.516051888466,zigzag,zigzag
475,22.8980640901,90.4029873425,192,162,0.740423977375,zigzag,zigzag
476,23.5745593823,88.716414314,180,148,0.00279680383392,fck,fck
477,25.779245179,88.9178098931,77,221,0.540767908096,zigzag,fck
478,24.880020467,89.9748270835,128,187,0.000145134195918,fck,fck
479,22.5776149731,92.0204176188,80,361,2.15526327452e-07,fck,fck
480,25.3773730629,89.128242219,125,135,0.99033010006,zigzag,zigzag
481,23.9384897444,90.0900976962,231,404,0.422080039978,fck,zigzag
482,24.0837795588,90.7327488474,27,176,0.599532365799,zigzag,zigzag
483,22.4731716155,92.1108341206,118,119,0.0757470726967,fck,fck
484,23.5924704474,90.472215923,154,208,0.467631161213,fck,fck
485,25.8207562487,88.6255441381,124,129,0.895109295845,zigzag,zigzag
486,23.8770832872,88.9561271649,109,210,0.489175468683,fck,zigzag
487,23.9614048686,90.6866209828,202,222,0.482094824314,fck,zigzag
488,23.8862446543,90.3403554585,861,654,0.509599089622,zigzag,None
489,24.4278214199,90.7129096973,163,126,0.843573749065,zigzag,zigzag
490,25.6273989831,89.6315411142,156,190,0.997485160828,zigzag,zigzag
491,23.10058996,91.1147321956,168,193,0.999017119408,zigzag,zigzag
492,24.0626098982,90.7353850758,126,167,0.999997377396,zigzag,zigzag
493,23.6612141681,90.9840120563,307,284,0.997670590878,zigzag,zigzag
494,24.3189301303,89.9629334031,57,113,0.71461391449,zigzag,zigzag
495,24.1774371389,90.1173428112,393,162,0.626253843307,zigzag,zigzag
496,24.1031438432,90.2389771597,89,2,0.531829416752,zigzag,zigzag
497,23.681068947,90.5674389357,331,806,0.903493463993,zigzag,zigzag
498,22.1318503938,92.0664964376,1100,311,0.565630435944,zigzag,None
499,23.6213675742,89.8653684181,720,1788,0.564748585224,zigzag,zigzag
500,23.9733803846,90.046017509,29,169,0.692930996418,zigzag,zigzag
501,22.5906193575,92.0084135868,51,54,1.30165062728e-06,fck,fck
502,24.748273389,90.5554839538,94,55,0.999999880791,zigzag,zigzag
503,24.3398642974,90.7183538154,199,122,0.724865734577,zigzag,zigzag
504,22.3440213288,90.0856590267,87,42,0.839731752872,zigzag,zigzag
505,22.9540956189,90.8981691088,158,3,0.493579685688,fck,zigzag
506,23.3306459199,90.8184814453,136,0,0.746532022953,zigzag,zigzag
507,24.3306266378,91.531280789,130,117,0.999716460705,zigzag,zigzag
508,23.2978449676,90.9232929771,137,36,0.99918204546,zigzag,zigzag
509,22.4531685373,90.1696259619,91,170,0.614362776279,zigzag,None
510,23.3693209459,90.0802394318,60,48,0.942653477192,zigzag,zigzag
511,24.9625419927,89.4321809491,99,59,0.00215512793511,fck,fck
512,24.3317572336,91.532323018,29,202,0.99957793951,zigzag,zigzag
513,23.5920562688,89.777232577,191,200,0.000602874788456,fck,fck
514,24.1113029601,90.1752662642,32,182,0.854633748531,zigzag,zigzag
515,23.6533565102,90.9748894768,110,660,0.599025845528,zigzag,None
516,24.2479352383,90.0926603574,137,165,0.999990820885,zigzag,zigzag
517,22.9417855083,91.1956827974,128,75,0.999671339989,zigzag,zigzag
518,23.9985895638,90.3490611382,467,1140,0.522709667683,zigzag,zigzag
519,23.9164949854,90.1576464489,626,313,0.985576808453,zigzag,zigzag
520,23.874486275,90.5632454987,341,240,0.587275624275,zigzag,None
521,24.3879833015,90.4448604564,147,217,7.01995173102e-09,fck,fck
522,24.2789487201,91.487678797,498,369,0.736325621605,zigzag,zigzag
523,23.887766935,90.1296043392,52,42,0.894318580627,zigzag,zigzag
524,24.1507921327,90.7588659008,87,66,0.9846996665,zigzag,zigzag
525,22.8636566202,91.0199873781,101,82,0.898608267307,zigzag,zigzag
526,22.989822562,89.2318643835,129,74,0.78976726532,zigzag,zigzag
527,23.919469413,90.1180417177,136,219,0.480386167765,fck,zigzag
528,24.1636917191,90.1722989748,54,164,0.999998688698,zigzag,zigzag
529,22.0191397862,90.2378613596,28,135,0.665012359619,zigzag,zigzag
530,24.7575225904,89.8833193088,159,116,0.825047016144,zigzag,zigzag
531,22.8140187566,89.5929172983,239,848,0.545912861824,zigzag,None
532,23.478765863,89.9831036142,189,190,0.43809440732,fck,zigzag
533,23.1805397027,92.1882166167,20,158,0.7014529109,zigzag,fck
534,23.3511336437,91.1490031645,108,76,0.999943852425,zigzag,zigzag
535,23.8932036156,90.3477001178,15,133,0.507846951485,zigzag,None
536,23.662400734,90.4549762168,201,146,0.514310538769,zigzag,None
537,22.9822120486,91.7223276389,583,242,0.455863803625,fck,fck
538,24.6418230269,90.4053783405,241,133,0.0094640981406,fck,fck
539,23.6209803943,90.3957039968,305,16,0.506678700447,zigzag,zigzag
540,24.4451682485,90.8325086319,177,24,0.831360340118,zigzag,zigzag
541,23.9589733668,89.5921203058,195,111,0.999999880791,zigzag,zigzag
542,22.9075124066,90.5296121308,26,185,0.576412320137,zigzag,fck
543,22.8278534085,89.5962524414,360,0,0.550414144993,zigzag,zigzag
544,22.1527162715,90.2448872154,145,36,0.886534571648,zigzag,zigzag
545,24.818049468,90.2315957199,98,72,0.999999761581,zigzag,zigzag
546,23.462508331,91.139856066,291,2,0.999985456467,zigzag,zigzag
547,23.6206511571,89.8486191847,784,422,0.521998524666,zigzag,zigzag
548,23.1583692815,91.4422375813,196,23,0.977303922176,zigzag,zigzag
549,23.9509035859,88.9707061218,19,55,0.599173128605,zigzag,fck
550,25.0205035296,91.8311732141,36,159,0.358490347862,fck,None
551,23.7633674888,90.5532768786,167,99,0.554323136806,zigzag,None
552,22.5871999515,92.0651599178,583,1770,0.25272795558,fck,fck
553,23.5662024219,90.4786164394,27,282,0.519415438175,zigzag,zigzag
554,22.7971579054,89.0653283241,162,156,0.169863268733,fck,fck
555,23.7925934092,90.3121907296,924,821,0.787470698357,zigzag,zigzag
556,24.3052958224,91.5149361735,157,128,0.891949534416,zigzag,zigzag
557,23.1949155202,90.1637772138,89,141,1.0451989283e-06,fck,fck
558,22.2882344793,90.6975705263,77,219,0.974595785141,zigzag,zigzag
559,23.4449035513,91.1515290391,63,58,0.949593544006,zigzag,zigzag
560,24.5679159785,88.2177502766,151,23,0.84571993351,zigzag,zigzag
561,24.0453789162,90.6471388668,321,138,0.991293728352,zigzag,zigzag
562,23.6337520733,90.4443331949,288,1966,0.757862746716,zigzag,zigzag
563,24.6042697238,88.8630499158,27,11,0.581969201565,zigzag,fck
564,23.6520132281,90.2733830032,230,120,0.563937067986,zigzag,zigzag
565,23.1090194478,89.2530645622,92,235,0.84184885025,zigzag,zigzag
566,22.8345504011,90.1989923195,214,101,0.632136940956,zigzag,None
567,23.8548696525,89.0944984975,74,71,0.0367829464376,fck,fck
568,25.4448032892,89.062152589,85,121,0.415580511093,fck,fck
569,24.5888042822,90.6575611651,70,92,0.99410867691,zigzag,zigzag
570,24.0830407536,90.9493855054,93,148,0.989014446735,zigzag,zigzag
571,22.4436950696,91.9967773982,257,1,0.724806070328,zigzag,fck
572,23.631703568,90.4462337302,471,2121,0.967179477215,zigzag,zigzag
573,22.9071541981,91.4041287554,58,51,0.999995470047,zigzag,zigzag
574,22.6064269345,91.9408157881,451,141,1.20015756693e-05,fck,fck
575,23.6484255263,90.948073523,101,41,0.972001135349,zigzag,zigzag
576,22.8119814454,89.5891652739,421,542,0.669114351273,zigzag,zigzag
577,24.4259699682,88.3696828561,105,94,0.000831636367366,fck,fck
578,23.0272283936,89.8445728838,175,92,0.000280957348878,fck,fck
579,24.5143270507,88.3083997452,28,24,0.995238900185,zigzag,zigzag
580,24.8019574784,89.3995530216,422,534,0.334814250469,fck,fck
581,24.7726542172,88.2880946554,144,160,3.60171034117e-05,fck,fck
582,24.0260608455,89.4136783044,30,118,0.229073911905,fck,fck
583,23.6768812272,89.7326251425,31,146,0.860513627529,zigzag,zigzag
584,22.5562726957,90.3392274028,174,114,5.85835691069e-09,fck,fck
585,24.0000991386,88.8819817115,108,211,0.536470890045,zigzag,zigzag
586,23.9063144231,90.1462800136,414,282,0.538570046425,zigzag,None
587,23.4961860198,91.1552810656,208,140,0.506583333015,zigzag,fck
588,23.5196705148,91.1383233742,135,101,0.964843034744,zigzag,zigzag
589,23.0427743073,89.2497784733,141,191,0.534556031227,zigzag,zigzag
590,22.8168991542,89.6185438951,434,250,0.636292159557,zigzag,zigzag
591,23.7918098472,90.0982148291,96,170,0.923923194408,zigzag,zigzag
592,23.6943533794,88.7310791016,43,0,0.525182843208,zigzag,fck
593,24.8270467879,88.8826683586,185,43,0.170192182064,fck,fck
594,24.8636256643,88.8667896787,257,316,0.477261394262,fck,zigzag
595,23.8827666261,89.2654241823,50,123,0.973961055279,zigzag,zigzag
596,24.6255899845,88.2385826096,353,154,0.0216929297894,fck,fck
597,24.3267966896,91.5328625268,25,22,0.997808754444,zigzag,zigzag
598,24.8951933127,92.1961866094,108,136,0.553244888783,zigzag,None
599,23.8920431556,90.3383445696,343,490,0.316846758127,fck,fck
600,24.5586086304,90.4803943615,313,203,0.945423543453,zigzag,zigzag
601,24.3811950776,90.7337420324,83,33,0.913748919964,zigzag,zigzag
602,24.0545487317,91.2184156677,174,137,0.998674273491,zigzag,zigzag
603,24.0205733736,89.0713732565,72,201,0.5182685256,zigzag,fck
604,23.7571086821,90.5448409482,277,83,0.467994481325,fck,zigzag
605,24.8008330123,89.4238185878,77,49,0.635617733002,zigzag,zigzag
606,22.9949464427,89.2282227107,123,1,0.656953632832,zigzag,zigzag
607,24.8417334252,88.3895833139,209,149,0.000339121499564,fck,fck
608,26.0161445801,89.6753392885,103,178,0.99969804287,zigzag,zigzag
609,24.3740536787,88.906517027,274,196,0.522764265537,zigzag,None
610,23.974613882,90.0795895693,143,219,0.456400036812,fck,zigzag
611,24.0065292108,90.2150671816,206,68,0.474923819304,fck,fck
612,23.4000091713,89.7432313637,21,115,0.506520748138,zigzag,fck
613,22.6556845225,90.2171884263,127,17,0.886208534241,zigzag,zigzag
614,24.4401268489,89.6272741019,404,290,1.37592799162e-18,fck,fck
615,25.7655463752,89.317020688,196,75,0.999649405479,zigzag,zigzag
616,24.0660695872,90.3460938589,265,2,0.584825992584,zigzag,zigzag
617,23.9620988977,89.2463820309,140,138,0.0005579952267,fck,fck
618,21.8451288926,91.9782870151,96,61,0.733080387115,zigzag,zigzag
619,23.0688184284,91.4545726764,72,133,0.999999880791,zigzag,zigzag
620,23.1317195256,89.2496681197,95,182,0.919115900993,zigzag,zigzag
621,24.4624007064,90.084530965,201,174,0.341633141041,fck,fck
622,22.6720936228,90.3190204072,246,34,0.000455254048575,fck,fck
623,23.8576166356,89.2551244992,53,179,0.960874378681,zigzag,zigzag
624,26.0573808759,88.4723731433,167,181,0.0790780559182,fck,fck
625,23.9963810581,88.9672606312,216,222,0.521266102791,zigzag,None
626,22.7648425152,90.1971163053,108,172,0.912670850754,zigzag,zigzag
627,23.9352210912,90.0935309212,523,684,0.757369935513,zigzag,zigzag
628,25.6536599437,89.0286295727,22,299,0.944251418114,zigzag,zigzag
629,23.8789197969,90.1537472841,618,219,0.910200297832,zigzag,zigzag
630,23.7959405274,90.570259093,176,140,0.575757265091,zigzag,fck
631,22.0319039814,91.9428144175,25,80,0.493203997612,fck,fck
632,24.5367376085,90.4154818393,35,61,0.475924879313,fck,fck
633,24.9092225585,90.7884897503,190,18,0.744138240814,zigzag,zigzag
634,23.7949498373,89.1126455561,40,207,0.643691658974,zigzag,zigzag
635,23.5412817064,89.1102913447,229,15,0.00369076430798,fck,fck
636,24.3164160539,89.5137323632,58,214,2.44583825406e-05,fck,fck
637,23.3714081479,89.2377499162,324,106,0.681569993496,zigzag,zigzag
638,23.0857110429,91.1650780265,143,43,0.999996066093,zigzag,zigzag
639,22.9392114042,91.2308856396,132,258,1.0,zigzag,zigzag
640,22.6258254228,90.4429476596,77,61,0.574550390244,zigzag,fck
641,24.4734972652,90.0932979564,103,217,0.99668943882,zigzag,zigzag
642,23.4334022495,88.9247008723,190,111,0.563594996929,zigzag,fck
643,24.0974803063,90.711291175,147,218,0.801892876625,zigzag,zigzag
644,24.9800825906,90.3647191168,89,177,0.807036459446,zigzag,zigzag
645,23.8527270976,89.9054023186,41,125,0.436201125383,fck,zigzag
646,26.1021320426,89.1625990184,136,25,0.523585915565,zigzag,zigzag
647,25.0206266638,89.3712411606,25,17,0.736644148827,zigzag,fck
648,24.7430719961,90.4934283652,113,146,0.997477471828,zigzag,zigzag
649,24.8234717347,92.1486854547,59,70,0.589943945408,zigzag,fck
650,23.1818443747,90.3378050648,129,222,0.578710913658,zigzag,zigzag
651,25.2013254858,89.8848029524,323,237,0.541240274906,zigzag,fck
652,25.8584959436,88.5580199086,65,222,0.438637375832,fck,zigzag
653,26.1269840325,89.1645853843,119,187,0.996729373932,zigzag,zigzag
654,24.734446771,90.905464716,215,150,1.0,zigzag,zigzag
655,23.133002714,91.4854839853,206,190,0.546010077,zigzag,zigzag
656,22.1546443833,92.1759796138,200,56,0.457572251558,fck,zigzag
657,24.1043747936,90.6034633077,203,160,0.474136561155,fck,zigzag
658,24.0113217212,90.1922116941,2,220,0.525784790516,zigzag,zigzag
659,22.920206279,91.2152644557,248,104,0.996109783649,zigzag,zigzag
660,24.0481550326,90.1918806331,73,193,0.89618062973,zigzag,zigzag
661,23.9338944692,90.1467459534,193,96,0.876170992851,zigzag,zigzag
662,22.0852073157,92.0698806205,266,139,0.00135000876617,fck,fck
663,24.4057834415,89.4429097854,121,38,0.316299408674,fck,fck
664,22.3623511172,90.1809310895,38,196,0.823632240295,zigzag,zigzag
665,23.922263037,91.0687146845,335,248,0.620077252388,zigzag,zigzag
666,24.5729564505,89.6402345385,147,3,0.487978219986,fck,zigzag
667,24.1538915508,90.5476856223,34,91,0.718977630138,zigzag,zigzag
668,23.6071236782,90.1671613948,194,193,0.472435474396,fck,zigzag
669,22.5641840491,92.0578643229,147,279,1.06275157563e-08,fck,fck
670,24.6372219129,90.1749842493,206,159,5.74323275941e-05,fck,fck
671,23.9909130845,90.2290575837,32,89,0.971932649612,zigzag,zigzag
672,24.9108568851,89.7494724802,44,176,0.993396103382,zigzag,zigzag
673,23.8915916771,88.8382448469,159,4,0.563649952412,zigzag,fck
674,25.876990671,88.3657959529,179,1,0.517627418041,zigzag,zigzag
675,24.7539671185,88.2248619611,31,155,0.00063470803434,fck,fck
676,24.8735482721,88.9213166913,261,59,0.370827615261,fck,zigzag
677,23.6762879443,88.6781951344,84,167,0.00140381988604,fck,fck
678,24.6996748361,90.3238759704,201,206,0.496994256973,fck,fck
679,24.4364650265,88.9588614833,61,433,0.746804475784,zigzag,zigzag
680,25.6229275172,89.8503603244,113,116,0.511813461781,zigzag,zigzag
681,23.9630168072,89.2589500969,58,43,0.999927163124,zigzag,zigzag
682,24.425813252,88.9927155625,119,58,0.281095951796,fck,zigzag
683,24.8886145776,89.1815185547,28,0,0.685100018978,zigzag,None
684,25.029954695,91.8566894531,81,0,0.49442923069,fck,None
685,24.3975858115,91.744533266,183,37,0.469287991524,fck,zigzag
686,23.9196772189,90.1678235147,566,471,0.99274533987,zigzag,zigzag
687,24.0022757648,90.3402573663,2603,646,0.524371743202,zigzag,fck
688,24.8053044897,88.9216967983,123,90,0.794872701168,zigzag,zigzag
689,23.6267206443,89.2868450703,17,78,0.595430552959,zigzag,zigzag
690,23.0509608025,89.193007603,87,265,0.507149517536,zigzag,zigzag
691,24.6913389421,90.4119873047,54,0,0.524652719498,zigzag,fck
692,24.5712661538,90.743342807,298,144,0.999990224838,zigzag,zigzag
693,24.4943671053,91.695438112,25,65,0.971805214882,zigzag,zigzag
694,23.0412319466,89.6237550463,53,3,0.528306365013,zigzag,fck
695,23.9150141939,89.2416736019,534,426,0.646014511585,zigzag,fck
696,24.0131405458,89.095626549,736,1059,0.035966258496,fck,fck
697,22.3783055038,90.7465062807,201,178,0.552612662315,zigzag,zigzag
698,24.0729213624,90.3394726332,1221,134,0.972597897053,zigzag,zigzag
699,22.8160224858,89.5873996153,60,398,0.751268446445,zigzag,zigzag
700,25.4064536114,89.5740958603,187,209,0.879517376423,zigzag,zigzag
701,23.9676110077,90.3467682384,96,505,0.574085056782,zigzag,zigzag
702,25.0705775555,90.331134795,453,126,0.000235494575463,fck,fck
703,24.9484071478,90.5679048795,27,172,0.999865293503,zigzag,zigzag
704,25.3982830444,89.106465747,252,151,0.99999499321,zigzag,zigzag
705,22.0138457283,92.1775736111,46,186,0.0133680151775,fck,fck
706,22.6136526658,90.6445271615,32,149,0.940574645996,zigzag,zigzag
707,23.9894130861,90.2941417692,166,21,0.597312510014,zigzag,fck
708,23.6367495471,90.9548173619,245,143,0.526828348637,zigzag,zigzag
709,25.0875378766,89.3630872452,49,24,0.727042794228,zigzag,zigzag
710,23.5904683713,88.6909716462,108,89,0.610320866108,zigzag,zigzag
711,23.626507958,89.7673130029,36,63,0.636230826378,zigzag,zigzag
712,23.3610293412,91.250565392,125,71,0.999993920326,zigzag,zigzag
713,24.5002531122,89.5436382277,169,189,0.968104720116,zigzag,zigzag
714,23.878938272,90.6001404323,392,337,0.998434364796,zigzag,zigzag
715,23.0104736645,88.9914771472,91,181,0.162636712193,fck,fck
716,23.3329216055,88.7579441054,158,175,0.463009566069,fck,fck
717,23.9186858317,90.1049341368,206,1166,0.492932975292,fck,zigzag
718,24.3061689558,91.5190192589,79,461,0.00322615611367,fck,fck
719,23.0446860232,91.8610545556,196,132,0.529750049114,zigzag,fck
720,24.109355201,89.8840182153,206,173,0.594197571278,zigzag,zigzag
721,24.0351434126,90.3372165079,115,622,0.995053112507,zigzag,zigzag
722,22.2734780085,91.8351091655,33,32,0.991842150688,zigzag,zigzag
723,26.1718097175,88.3698913019,79,111,1.29212403408e-05,fck,fck
724,24.6823075821,90.4254749824,192,204,0.976640760899,zigzag,zigzag
725,23.243399629,90.3479576096,42,154,0.668073534966,zigzag,zigzag
726,22.5209706307,89.2479515071,155,42,0.653140723705,zigzag,zigzag
727,22.7977511884,88.9897360117,109,39,0.487499475479,fck,zigzag
728,25.6889111567,89.0969875876,190,50,7.0404001639e-13,fck,fck
729,26.2108731829,88.5443237849,112,1,0.785169363022,zigzag,None
730,25.9108351152,89.4076946796,25,78,0.518510520458,zigzag,None
731,24.2748632203,90.4820987146,192,118,0.0972615405917,fck,fck
732,25.5673920303,88.9955724983,206,67,0.999999761581,zigzag,zigzag
733,22.937969341,90.8756814667,17,185,0.562084078789,zigzag,zigzag
734,24.431132384,90.3767844605,314,41,0.517419457436,zigzag,fck
735,24.0093279961,90.3396688135,1973,598,0.123616404831,fck,fck
736,24.534272621,88.1967830649,32,105,0.59930741787,zigzag,fck
737,22.4894061114,90.0078228525,28,190,0.000139404466609,fck,fck
738,23.0702483271,91.1666965468,170,175,0.99992954731,zigzag,zigzag
739,22.95210384,91.8764427726,110,43,0.00101035425905,fck,fck
740,24.3843123451,88.5180718549,28,100,0.396608501673,fck,fck
741,22.4198638162,90.6945541909,118,197,0.905108809471,zigzag,zigzag
742,23.8135866716,90.0375570556,171,151,0.76241093874,zigzag,zigzag
743,25.6206973042,88.61110006,91,71,0.955491423607,zigzag,zigzag
744,24.4905020206,90.7577378391,147,198,0.644320428371,zigzag,zigzag
745,23.2215185935,90.3358064374,193,59,0.615960538387,zigzag,zigzag
746,24.0035709017,89.0085206713,22,3,0.480612635612,fck,None
747,23.9373927306,90.0878538384,329,221,0.914337038994,zigzag,zigzag
748,24.4624902586,89.0678541989,193,138,0.519853174686,zigzag,None
749,23.1942721472,90.2524648375,372,206,0.610626637936,zigzag,zigzag
750,22.0945324057,92.0741476328,115,39,1.0,zigzag,zigzag
751,23.9846070792,89.1521399355,147,68,0.00387429213151,fck,fck
752,22.9459820832,88.9642075112,205,197,0.53024917841,zigzag,zigzag
753,24.0420199746,91.2175205769,397,64,0.955608785152,zigzag,zigzag
754,24.4429029653,91.1738450178,156,86,0.962288439274,zigzag,zigzag
755,22.3674858997,90.329123902,260,410,0.000316467368975,fck,fck
756,24.086645083,90.8513545971,443,217,0.448958098888,fck,None
757,24.0329148219,88.9285019428,90,421,0.55212277174,zigzag,fck
758,22.1966726962,90.8185059663,308,226,0.725719034672,zigzag,zigzag
759,25.8749197777,88.366556167,364,63,0.0732058286667,fck,fck
760,22.8987021491,90.4049491853,135,322,0.266462355852,fck,fck
761,23.3036512653,90.0898892524,69,163,0.999190151691,zigzag,zigzag
762,24.3991977501,88.4660094115,39,110,0.0185711309314,fck,fck
763,22.8789747056,89.8849255696,89,23,0.531084418297,zigzag,fck
764,25.1153128764,89.5519147583,234,192,0.99883466959,zigzag,zigzag
765,24.3890131511,88.4757450648,55,8,0.533468663692,zigzag,fck
766,25.3278891711,89.1993345523,111,109,0.999913811684,zigzag,zigzag
767,23.9623227781,90.0888838079,120,81,0.970830976963,zigzag,zigzag
768,25.7531559829,88.6038657583,198,153,0.429589033127,fck,None
769,24.6747981587,90.6042112602,194,221,0.553829610348,zigzag,fck
770,24.6977056762,88.1172548012,154,115,1.59787227894e-09,fck,fck
771,24.2158013299,89.5742552601,99,222,0.0912146642804,fck,zigzag
772,23.6588917775,90.3762081671,65,218,0.753864109516,zigzag,fck
773,26.0207339576,89.6771172106,134,99,0.999588310719,zigzag,zigzag
774,22.5542018024,92.065748485,359,250,1.746362841e-07,fck,fck
775,24.3800308998,90.4045568188,187,66,0.991197347641,zigzag,zigzag
776,22.9215383671,90.5144323615,129,67,0.39497512579,fck,fck
777,23.6339672342,90.4122938426,44,25,0.501632988453,zigzag,zigzag
778,23.9199619498,90.1812744141,92,0,0.548360109329,zigzag,zigzag
779,25.7910844869,89.2470564143,124,193,0.998928010464,zigzag,zigzag
780,26.0620580399,88.4605407705,190,112,0.766673564911,zigzag,zigzag
781,24.0769512088,90.3449657932,861,582,0.978021204472,zigzag,zigzag
782,23.920096278,90.6426879297,80,447,0.550514340401,zigzag,None
783,23.6318602842,90.4279395455,457,629,0.843853056431,zigzag,zigzag
